Numero de Tratativas;Número da programação;Aut. embarque;Tipo de programação;Situação programação;CNPJ Transportadora;Transportadora;Nome local de atendimento;Situação prazo programação;Previsão início atendimento (BRA);Situação viagem;Dt. inclusão da programação;Cidade de destino;Dt chegada local de atendimento (BRA);Dt saída local de atendimento (BRA);Cidade de origem;Cidade local de atendimento;Placa do veículo;Placa da carreta 1;Embarcador;Placa da carreta 2;Valor da viagem;Data de criação da AE;Observação Aberta;Última tratativa
0;3REC73467A;843094;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;02/03/2023 13:00:00;CONCLUIDA;27/02/2023 17:55:46;;02/03/2023 09:30:00;02/03/2023 09:30:00;IPOJUCA/PE;ALHANDRA/PB;ABJ7C03 ;KFX5F80 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;01/03/2023 23:23:19;...;
0;3REC73437A;842426;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;RIGESA DO NORDESTE S/A;No prazo;02/03/2023 13:30:00;CONCLUIDA;27/02/2023 17:14:25;;02/03/2023 08:57:30;02/03/2023 09:45:29;SAO GONCALO DO AMARANTE/CE;PACAJUS/CE;MIE9976 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;01/03/2023 13:52:13;...;
0;3REC73473A;843166;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;FRIOZEM ARMAZENS FRIGORIFICOS LTDA;No prazo;02/03/2023 14:00:00;CONCLUIDA;27/02/2023 17:56:39;;02/03/2023 11:18:13;02/03/2023 16:14:23;IPOJUCA/PE;RECIFE/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 00:08:11;...;
0;3SSZ334988A;843038;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;ASA ALUMINIO S/A;No prazo;02/03/2023 14:00:00;CONCLUIDA;01/03/2023 10:45:03;;02/03/2023 13:06:49;02/03/2023 13:34:20;GUARUJA/SP;CAMPINAS/SP;RIT6B25 ;GEQ1F03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;01/03/2023 22:35:14;...;
0;3SSZ334989A;;Coleta;CANCELADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;TECMAR TRANSPORTES LTDA                 ;;02/03/2023 14:00:00;SEM VIAGEM;01/03/2023 10:47:29;SANTOS/SP;;;CUBATAO/SP;BUJARI/AC;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;2,00;;...;
0;3REC73468A;843115;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;02/03/2023 15:00:00;CONCLUIDA;27/02/2023 17:55:46;;02/03/2023 15:00:00;02/03/2023 20:00:00;IPOJUCA/PE;ALHANDRA/PB;KLW3G90 ;HWM9A57 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;01/03/2023 23:36:37;...;
0;3REC73524A;843644;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;02/03/2023 15:00:00;CONCLUIDA;28/02/2023 13:35:41;;02/03/2023 09:50:39;02/03/2023 16:39:04;;RECIFE/PE;MHM8C59 ;IHJ6429 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 09:49:33;...;
0;3SSZ334928A;843034;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;02/03/2023 17:00:00;CONCLUIDA;28/02/2023 11:56:10;;02/03/2023 15:41:25;02/03/2023 22:03:15;;MAUA/SP;RIR5I98 ;GBO0B92 ;LOG IN LOGISTICA INTERMODAL SA          ;;;01/03/2023 22:31:33;...;
0;3SSZ335040A;844683;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;SPRINGER CARRIER LTDA;No prazo;03/03/2023 06:00:00;CONCLUIDA;01/03/2023 13:45:22;;03/03/2023 06:00:00;03/03/2023 11:00:00;SANTOS/SP;SAO PAULO/SP;RIT6B29 ;GHC4H31 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 01:05:17;...;
0;3REC73553A;844227;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;03/03/2023 06:30:00;CONCLUIDA;28/02/2023 15:26:52;;03/03/2023 06:30:00;03/03/2023 11:30:00;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HWQ9I12 ;HUF7F13 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 17:42:05;...;
0;3REC73592A;;Entrega;CANCELADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;TECMAR TRANSPORTES LTDA.                ;;03/03/2023 07:00:00;SEM VIAGEM;28/02/2023 17:40:51;;;;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;;;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;;...;
0;3REC73785A;844653;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;RIQUENA NETO AR CONDICIONADO LTDA;No prazo;03/03/2023 07:00:00;CONCLUIDA;02/03/2023 16:57:12;;03/03/2023 02:50:01;03/03/2023 14:35:32;IPOJUCA/PE;CONDE/PB;MHM8C59 ;IHJ6429 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 00:23:48;...;
0;3REC73555A;844222;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;03/03/2023 07:30:00;CONCLUIDA;28/02/2023 15:26:53;;02/03/2023 20:48:43;03/03/2023 11:00:52;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;GTQ8281 ;HVP7J59 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 17:38:37;...;
0;3REC73549A;844588;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;GUARD ARMAZENS E LOGISTICA LTDA;No prazo;03/03/2023 08:00:00;CONCLUIDA;28/02/2023 15:26:01;;03/03/2023 08:00:00;03/03/2023 13:00:00;;CAUCAIA/CE;AUT4G65 ;IXY8A18 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 23:16:39;...;
0;3REC73552A;844573;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;03/03/2023 08:00:00;CONCLUIDA;28/02/2023 15:26:51;;03/03/2023 07:00:57;03/03/2023 11:01:55;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;NVC2273 ;DBL0181 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 23:09:37;...;
0;3REC73589A;844628;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;RODOMAR F-954-5722;No prazo;03/03/2023 08:00:00;CONCLUIDA;28/02/2023 17:39:55;;03/03/2023 06:41:03;03/03/2023 21:14:22;;GOIANA/PE;RIS6G00 ;BWM3F64 ;LOG IN LOGISTICA INTERMODAL SA          ;;;03/03/2023 00:00:51;...;
0;3REC73594A;844644;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;INDUSTRIA QUIMICA ANASTACIO SA;No prazo;03/03/2023 08:00:00;CONCLUIDA;28/02/2023 17:40:52;;03/03/2023 06:30:00;03/03/2023 09:47:00;IPOJUCA/PE;RECIFE/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 00:15:32;...;
0;3REC73596A;844649;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;NORCOLA INDUSTRIAS LTDA;No prazo;03/03/2023 08:00:00;CONCLUIDA;28/02/2023 17:40:53;;03/03/2023 06:20:08;03/03/2023 09:04:06;IPOJUCA/PE;CAMARAGIBE/PE;ECM7B87 ;KBV5756 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 00:19:48;...;
0;3SSZ334990A;;Entrega;CANCELADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;TERMOMECANICA SAO PAULO S.A.;;03/03/2023 08:00:00;SEM VIAGEM;01/03/2023 10:53:16;;;;SANTOS/SP;SAO BERNARDO DO CAMPO/SP;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3SSZ334991A;;Entrega;CANCELADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;A RODRIGUES LOGISTICA E TRANSPORTES LTDA;;03/03/2023 08:00:00;SEM VIAGEM;01/03/2023 10:53:17;;;;SANTOS/SP;DIADEMA/SP;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3REC73554A;843865;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;03/03/2023 08:30:00;CONCLUIDA;28/02/2023 15:26:52;;02/03/2023 18:02:12;03/03/2023 11:07:23;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;BTO1930 ;BTO3338 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 13:46:29;...;
0;3REC73546A;844599;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;GRAFICA E EDITORA EXITO LTDA;No prazo;03/03/2023 09:00:00;CONCLUIDA;28/02/2023 15:26:00;;03/03/2023 08:55:00;03/03/2023 12:18:56;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;BYH7131 ;GNE1311 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 23:26:10;...;
0;3REC73590A;844630;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;SEB COMERCIAL DE PRODUTOS DOMESTICOS LTDA;No prazo;03/03/2023 09:00:00;CONCLUIDA;28/02/2023 17:39:56;;03/03/2023 09:00:00;03/03/2023 12:00:00;;CONDE/PB;ABJ7C03 ;GBS9J12 ;LOG IN LOGISTICA INTERMODAL SA          ;;;03/03/2023 00:03:53;...;
0;3REC73591A;844632;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;SEB COMERCIAL DE PRODUTOS DOMESTICOS LTDA;No prazo;03/03/2023 09:00:00;CONCLUIDA;28/02/2023 17:39:56;;03/03/2023 09:00:00;03/03/2023 14:00:00;;CONDE/PB;KLW3G90 ;HWM9A57 ;LOG IN LOGISTICA INTERMODAL SA          ;;;03/03/2023 00:06:59;...;
0;3REC73595A;844647;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;RED BULL DO BRASIL LTDA.;No prazo;03/03/2023 09:00:00;CONCLUIDA;28/02/2023 17:40:53;;03/03/2023 09:00:00;03/03/2023 14:00:00;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;KAR5052 ;CPI8803 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 00:17:34;...;
0;3REC73548A;844590;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;03/03/2023 10:00:00;CONCLUIDA;28/02/2023 15:26:00;;03/03/2023 10:00:00;03/03/2023 15:00:00;;SAO GONCALO DO AMARANTE/CE;HUM5925 ;DPC9504 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 23:18:52;...;
0;3REC73550A;844585;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;GUARD ARMAZENS E LOGISTICA LTDA;No prazo;03/03/2023 10:00:00;CONCLUIDA;28/02/2023 15:26:01;;03/03/2023 10:00:00;03/03/2023 15:00:00;;CAUCAIA/CE;MIE9976 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 23:14:16;...;
0;3SSZ334992A;;Entrega;CANCELADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;A RODRIGUES LOGISTICA E TRANSPORTES LTDA;;03/03/2023 10:00:00;SEM VIAGEM;01/03/2023 10:53:17;;;;SANTOS/SP;DIADEMA/SP;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3REC73657A;843886;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;RANCO EMBALAGENS SA;No prazo;03/03/2023 10:00:00;CONCLUIDA;01/03/2023 14:08:03;;03/03/2023 09:38:42;03/03/2023 10:51:56;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;MHB7056 ;IWW3I79 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 13:59:45;...;
0;3SSZ335271A;844714;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;PRO COLOR QUIMICA INDUSTRIAL LTDA;No prazo;03/03/2023 10:00:00;CONCLUIDA;02/03/2023 15:51:47;;03/03/2023 07:40:46;03/03/2023 15:26:04;;COTIA/SP;RIR5J05 ;LMP0J59 ;LOG IN LOGISTICA INTERMODAL SA          ;;;03/03/2023 02:00:59;...;
0;3REC73544A;843900;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;GRAFICA E EDITORA EXITO LTDA;No prazo;03/03/2023 11:00:00;CONCLUIDA;28/02/2023 15:25:59;;03/03/2023 10:00:00;03/03/2023 18:27:46;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;MAN3291 ;HVQ3G39 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 14:08:55;...;
1;3REC73551A;844577;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;GUARD ARMAZENS E LOGISTICA LTDA;No prazo;03/03/2023 12:00:00;CONCLUIDA;28/02/2023 15:26:51;;03/03/2023 12:00:00;03/03/2023 14:00:00;;CAUCAIA/CE;AUT4661 ;IXY8017 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 23:11:40;...;"Nome do Porto: PECEM
Previsão de Chegada: 15:00

Falta de container no porto para coletar"
0;3ITJ91520A;843957;Coleta;ENCERRADA;15.245.792/0001-31;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;RIGESA CELULOSE PAPE;No prazo;03/03/2023 12:00:00;CONCLUIDA;01/03/2023 15:48:06;;03/03/2023 11:59:00;03/03/2023 18:17:55;;TRES BARRAS/SC;QHT9999 ;MKR7724 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 15:01:22;...;
0;3ITJ91521A;844144;Coleta;ENCERRADA;15.245.792/0001-31;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;RIGESA CELULOSE PAPE;No prazo;03/03/2023 12:00:00;CONCLUIDA;01/03/2023 15:48:06;;03/03/2023 11:33:59;03/03/2023 11:47:00;;TRES BARRAS/SC;RDZ4A81 ;RKY3B55 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 17:03:45;...;
0;3REC73710A;844652;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.;No prazo;03/03/2023 12:00:00;CONCLUIDA;02/03/2023 13:40:28;;03/03/2023 12:00:00;03/03/2023 17:00:00;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;PEX2D92 ;BYB5B41 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 00:21:49;...;
0;3REC73588A;844622;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;03/03/2023 13:00:00;CONCLUIDA;28/02/2023 17:39:55;;03/03/2023 11:45:18;03/03/2023 16:23:23;IPOJUCA/PE;ALHANDRA/PB;RIR5J06 ;GBS9J12 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 23:55:35;...;
0;3SSZ335058A;844708;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;FRIGELAR COMERCIO E INDUSTRIA LTDA;No prazo;03/03/2023 13:00:00;CONCLUIDA;02/03/2023 12:50:59;;03/03/2023 13:00:00;03/03/2023 21:07:00;;OSASCO/SP;RIT6B25 ;GEQ1F03 ;LOG IN LOGISTICA INTERMODAL SA          ;;;03/03/2023 01:52:16;...;
0;3REC73545A;844602;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;GRAFICA E EDITORA EXITO LTDA;No prazo;03/03/2023 13:30:00;CONCLUIDA;28/02/2023 15:26:00;;03/03/2023 13:01:00;03/03/2023 18:30:20;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;ASD2277 ;APU0H68 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;02/03/2023 23:31:22;...;
0;3REC73547A;845013;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;GRAFICA E EDITORA EXITO LTDA;No prazo;03/03/2023 15:00:00;CONCLUIDA;28/02/2023 15:26:00;;03/03/2023 14:29:00;03/03/2023 18:50:41;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;HWQ9I12 ;HUF7F13 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 09:15:50;...;
0;3REC73651A;844570;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGNESIUM DO BRASIL LTDA;No prazo;03/03/2023 15:00:00;CONCLUIDA;01/03/2023 13:52:43;;03/03/2023 15:00:00;03/03/2023 20:00:00;;FORTALEZA/CE;MEW4141 ;HUZ4940 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 23:06:52;...;
0;3REC73652A;845228;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGNESIUM DO BRASIL LTDA;No prazo;03/03/2023 15:00:00;CONCLUIDA;01/03/2023 13:52:44;;03/03/2023 13:31:28;03/03/2023 19:15:48;;FORTALEZA/CE;BTO1930 ;BTO3338 ;LOG IN LOGISTICA INTERMODAL SA          ;;;03/03/2023 11:37:50;...;
0;3REC73593A;844642;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;SEB DO BRASIL PRODUTOS DOMESTICOS LTDA;No prazo;03/03/2023 16:00:00;CONCLUIDA;28/02/2023 17:40:51;;03/03/2023 12:28:52;03/03/2023 14:42:06;IPOJUCA/PE;JABOATAO DOS GUARARAPES/PE;KGE8B12 ;GBJ8G95 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 00:13:42;SM de Nº 30040460!;
1;3ITJ91522A;844534;Coleta;ENCERRADA;15.245.792/0001-31;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;RIGESA CELULOSE PAPE;No prazo;03/03/2023 16:00:00;CONCLUIDA;01/03/2023 15:48:07;;03/03/2023 16:00:00;03/03/2023 21:00:00;;TRES BARRAS/SC;MIJ0763 ;MFS7J45 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 22:06:58;...;"Previsão de Chegada:17:30
motorista, alega obras e muita chuva na estrada."
0;3ITJ91523A;844529;Coleta;ENCERRADA;15.245.792/0001-31;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;RIGESA CELULOSE PAPE;No prazo;03/03/2023 16:00:00;CONCLUIDA;01/03/2023 15:48:07;;03/03/2023 15:12:00;06/03/2023 17:12:35;;TRES BARRAS/SC;MHG3J78 ;IRG5810 ;LOG IN LOGISTICA INTERMODAL SA          ;;;02/03/2023 22:03:20;...;
0;3REC73597A;;Entrega;CANCELADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;PREMIER PET NORDESTE LTDA;;03/03/2023 21:00:00;SEM VIAGEM;28/02/2023 17:40:54;;;;IPOJUCA/PE;JABOATAO DOS GUARARAPES/PE;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3SSZ335259A;844710;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;03/03/2023 21:00:00;CONCLUIDA;02/03/2023 15:08:22;;03/03/2023 19:57:51;03/03/2023 23:26:07;SANTOS/SP;GUARULHOS/SP;RIS6G08 ;FWE4C93 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 01:55:42;SM de Nº 30053503!;
0;3SSZ335260A;844713;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;03/03/2023 22:00:00;CONCLUIDA;02/03/2023 15:08:23;;03/03/2023 18:56:48;04/03/2023 01:45:17;SANTOS/SP;GUARULHOS/SP;RIT6B16 ;GHG6C34 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 01:58:55;SM de Nº 30054260!;
0;3SSZ335174A;846138;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;No prazo;06/03/2023 07:00:00;CONCLUIDA;02/03/2023 12:17:41;;06/03/2023 07:00:00;06/03/2023 12:00:00;SANTOS/SP;SUMARE/SP;RIT6B25 ;GEQ1F03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;04/03/2023 00:09:41;...;
0;3SSZ335175A;846140;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;06/03/2023 07:00:00;CONCLUIDA;02/03/2023 12:17:41;;06/03/2023 01:51:51;06/03/2023 07:21:32;SANTOS/SP;GUARULHOS/SP;RIR5J05 ;LMP0J59 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;04/03/2023 00:12:03; SM de Nº 30044229!;
0;3REC73726A;845772;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;OMEGA DISTRIBUIDORA;No prazo;06/03/2023 07:00:00;CONCLUIDA;02/03/2023 14:09:42;;06/03/2023 06:49:00;06/03/2023 07:58:46;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;HUM5925 ;DPC9504 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 17:07:14;...;
0;3REC73732A;846167;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;06/03/2023 07:30:00;CONCLUIDA;02/03/2023 14:08:52;;06/03/2023 06:26:54;06/03/2023 10:07:35;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;BYH7131 ;GNE1311 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;04/03/2023 01:11:25;...;
0;3SSZ335176A;846142;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;No prazo;06/03/2023 08:00:00;CONCLUIDA;02/03/2023 12:17:41;;06/03/2023 08:00:00;06/03/2023 13:00:00;SANTOS/SP;SUMARE/SP;RIS6G08 ;FWE4C93 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;04/03/2023 00:15:44;...;
0;3SSZ335177A;846144;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;06/03/2023 08:00:00;CONCLUIDA;02/03/2023 12:17:41;;06/03/2023 02:07:00;06/03/2023 09:51:23;SANTOS/SP;GUARULHOS/SP;RIT6B27 ;FKQ4C23 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;04/03/2023 00:18:23; SM de Nº 30044232!;
0;3REC73729A;845863;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MARIA LUCIANA FERREIRA PAULINO LTDA;No prazo;06/03/2023 08:00:00;CONCLUIDA;02/03/2023 14:08:51;;06/03/2023 07:05:00;06/03/2023 13:50:32;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;AUT4G65 ;IXY8A18 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 18:13:26;...;
0;3REC73730A;845768;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MARIA LUCIANA FERREIRA PAULINO LTDA;No prazo;06/03/2023 08:00:00;CONCLUIDA;02/03/2023 14:08:51;;06/03/2023 06:59:00;06/03/2023 14:25:51;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;MIE9976 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;03/03/2023 17:03:57;...;
0;3REC73736A;847032;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;06/03/2023 08:00:00;CONCLUIDA;02/03/2023 14:08:52;;06/03/2023 06:16:19;06/03/2023 12:08:21;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;NUP2B68 ;HYW4I74 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 06:15:06;...;
0;3REC73746A;846175;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;06/03/2023 08:30:00;CONCLUIDA;02/03/2023 14:08:52;;06/03/2023 05:03:38;06/03/2023 05:16:21;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;MEW4141 ;HUZ4940 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;04/03/2023 01:22:46;...;
