Numero de Tratativas;Número da programação;Aut. embarque;Tipo de programação;Situação programação;CNPJ Transportadora;Transportadora;Nome local de atendimento;Situação prazo programação;Previsão início atendimento (BRA);Situação viagem;Dt. inclusão da programação;Cidade de destino;Dt chegada local de atendimento (BRA);Dt saída local de atendimento (BRA);Cidade de origem;Cidade local de atendimento;Placa do veículo;Placa da carreta 1;Embarcador;Placa da carreta 2;Valor da viagem;Data de criação da AE;Observação Aberta;Última tratativa
0;3SSZ335186A;848625;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;No prazo;07/03/2023 08:00:00;CONCLUIDA;02/03/2023 12:17:43;;07/03/2023 03:48:00;07/03/2023 11:54:56;SANTOS/SP;SUMARE/SP;RIR5I98 ;GBO0B92 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 07:37:08;...;
0;3REC73851A;847962;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;07/03/2023 08:00:00;CONCLUIDA;03/03/2023 09:46:50;;06/03/2023 18:11:12;07/03/2023 10:28:22;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HXS6578 ;MQY1C14 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 17:50:43;...;
0;3REC73854A;848191;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;COOPERATIVA CENTRAL AURORA ALIMENTOS;No prazo;07/03/2023 08:00:00;CONCLUIDA;03/03/2023 09:46:51;;07/03/2023 08:00:00;07/03/2023 13:00:00;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;HWQ9I12 ;HUF7F13 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 22:13:24;...;
0;3REC73864A;848201;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;COMERCIAL DE ALIMENTOS PARCERIA LTDA;No prazo;07/03/2023 08:00:00;CONCLUIDA;03/03/2023 09:47:44;;07/03/2023 07:57:06;07/03/2023 14:49:34;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;MIE9976 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 22:22:38;...;
0;3REC73897A;848288;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;C I L COMERCIO DE INFORMATICA LTDA;No prazo;07/03/2023 08:00:00;CONCLUIDA;03/03/2023 10:35:44;;07/03/2023 05:31:55;07/03/2023 16:06:01;IPOJUCA/PE;RECIFE/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 23:52:21;...;
0;3REC73849A;847557;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;07/03/2023 08:30:00;CONCLUIDA;03/03/2023 09:46:49;;07/03/2023 08:30:00;07/03/2023 13:30:00;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;MEW4141 ;HUZ4940 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 13:18:10;...;
0;3REC73852A;848141;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;COOPERATIVA CENTRAL AURORA ALIMENTOS;No prazo;07/03/2023 09:00:00;CONCLUIDA;03/03/2023 09:46:50;;07/03/2023 08:18:55;07/03/2023 09:12:42;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;AUT4661 ;IXY8017 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 21:06:17;...;
0;3REC73855A;847539;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;SUZANO S.A.;No prazo;07/03/2023 09:00:00;CONCLUIDA;03/03/2023 09:46:51;;07/03/2023 06:46:18;07/03/2023 11:17:10;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;MHB7056 ;IWW3I79 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 12:47:02;...;
0;3REC73848A;848146;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;07/03/2023 09:30:00;CONCLUIDA;03/03/2023 09:45:56;;07/03/2023 05:47:39;07/03/2023 13:45:34;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HXM3D01 ;MRP0H20 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 21:17:49;...;
0;3SSZ335187A;848386;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;07/03/2023 10:00:00;CONCLUIDA;02/03/2023 12:17:43;;07/03/2023 08:45:41;07/03/2023 11:41:01;SANTOS/SP;GUARULHOS/SP;RIT6B16 ;GHG6C34 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 01:43:12;SM de Nº 30058767!;
0;3REC73850A;848152;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;07/03/2023 10:00:00;CONCLUIDA;03/03/2023 09:46:49;;07/03/2023 09:45:00;07/03/2023 12:50:00;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;BYH7131 ;GNE1311 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 21:25:49;...;
0;3REC73853A;848167;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;COOPERATIVA CENTRAL AURORA ALIMENTOS;No prazo;07/03/2023 10:00:00;CONCLUIDA;03/03/2023 09:46:50;;07/03/2023 10:00:00;07/03/2023 15:00:00;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;MAN3291 ;HVQ3G39 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 22:02:19;...;
0;3REC73868A;847619;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;07/03/2023 10:30:00;CONCLUIDA;03/03/2023 09:46:52;;06/03/2023 18:48:36;07/03/2023 15:02:32;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;ASD2277 ;APU0H68 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 14:15:23;...;
0;3SSZ335188A;848405;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;07/03/2023 11:00:00;CONCLUIDA;02/03/2023 12:17:44;;07/03/2023 04:57:36;07/03/2023 06:16:15;SANTOS/SP;GUARULHOS/SP;RIT6B26 ;GJA7F92 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 02:02:33;SM de Nº 30058775!;
0;3REC73892A;848271;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MULTILIT FIBROCIMENTO LTDA;No prazo;07/03/2023 11:00:00;CONCLUIDA;03/03/2023 10:28:52;;07/03/2023 07:23:36;07/03/2023 11:21:59;IPOJUCA/PE;RECIFE/PE;KGE8B12 ;KLM7J03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 23:40:12;...;
0;3REC73893A;848275;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MULTILIT FIBROCIMENTO LTDA;No prazo;07/03/2023 11:00:00;CONCLUIDA;03/03/2023 10:28:52;;07/03/2023 07:32:09;07/03/2023 12:14:54;IPOJUCA/PE;RECIFE/PE;ECM7B87 ;KBV5756 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;06/03/2023 23:41:42;...;
0;3REC73895A;848654;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;LIOTECNICA TECNOLOGIA EM ALIMENTOS LTDA;No prazo;07/03/2023 13:30:00;CONCLUIDA;03/03/2023 10:28:53;;07/03/2023 11:25:27;07/03/2023 18:01:41;IPOJUCA/PE;JABOATAO DOS GUARARAPES/PE;PEX2D92 ;BYB5B41 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 08:06:56;...;
0;3SSZ335189A;848407;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GRANDFOOD INDUSTRIA E COMERCIO LTDA;No prazo;07/03/2023 22:00:00;CONCLUIDA;02/03/2023 12:17:44;;07/03/2023 16:54:17;08/03/2023 07:53:36;;DOURADO/SP;RIT6B29 ;GHC4H31 ;LOG IN LOGISTICA INTERMODAL SA          ;;;07/03/2023 02:06:06;...;
0;3SSZ335240A;848384;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GRANDFOOD INDUSTRIA E COMERCIO LTDA;No prazo;07/03/2023 22:00:00;CONCLUIDA;02/03/2023 13:02:51;;07/03/2023 17:58:36;08/03/2023 07:58:21;;DOURADO/SP;RIR5I98 ;GBO0B92 ;LOG IN LOGISTICA INTERMODAL SA          ;;;07/03/2023 01:36:59;...;
0;3ITJ91828A;848445;Coleta;ENCERRADA;15.245.792/0001-31;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;HYDRO EXTRUSION BRASIL S/A;No prazo;07/03/2023 22:30:00;CONCLUIDA;03/03/2023 14:04:08;;07/03/2023 20:53:50;08/03/2023 09:05:03;NAVEGANTES/SC;TUBARAO/SC;MBD5D54 ;ACB2D90 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 03:20:50;...;
0;3REC74004A;848891;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGAZINE LUIZA S/A;No prazo;08/03/2023 05:00:00;CONCLUIDA;03/03/2023 15:46:23;;08/03/2023 03:55:42;08/03/2023 14:58:17;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;NFU4G07 ;LWH0I03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 10:22:24;...;
0;3ITJ91875A;849720;Coleta;ENCERRADA;15.245.792/0001-31;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;BENETEX RECICLAGEM TEXTIL EIRELI;No prazo;08/03/2023 06:00:00;CONCLUIDA;03/03/2023 14:17:18;;08/03/2023 05:04:40;08/03/2023 05:14:22;;BRUSQUE/SC;HKE4B87 ;QIM9J17 ;LOG IN LOGISTICA INTERMODAL SA          ;;;07/03/2023 22:41:39;...;
0;3SSZ335495A;849831;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;08/03/2023 06:00:00;CONCLUIDA;06/03/2023 12:59:06;;08/03/2023 03:19:45;08/03/2023 12:00:19;SANTOS/SP;GUARULHOS/SP;RIR5J05 ;GDO4I96 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 01:13:19;SM de Nº 30068375!;
0;3REC74000A;849099;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;08/03/2023 06:30:00;CONCLUIDA;03/03/2023 15:44:40;;08/03/2023 05:55:00;08/03/2023 09:14:42;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HWQ9I12 ;HUF7F13 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 14:15:53;...;
0;3REC73955A;849875;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;08/03/2023 07:00:00;CONCLUIDA;03/03/2023 14:20:45;;08/03/2023 02:14:35;08/03/2023 08:54:28;IPOJUCA/PE;ALHANDRA/PB;ABJ7C03 ;FQO9E02 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 02:20:14;...;
0;3REC74005A;;Entrega;CANCELADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;J SLEIMAN E CIA LTDA;;08/03/2023 07:00:00;SEM VIAGEM;03/03/2023 15:45:29;;;;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3REC74006A;;Entrega;CANCELADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;J SLEIMAN E CIA LTDA;;08/03/2023 07:00:00;SEM VIAGEM;03/03/2023 15:45:30;;;;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3SSZ335491A;848896;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;No prazo;08/03/2023 07:00:00;CONCLUIDA;06/03/2023 12:52:55;;07/03/2023 12:11:57;07/03/2023 15:36:17;SANTOS/SP;SUMARE/SP;RIT6B25 ;GEQ1F03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 10:24:31;...;
0;3SSZ335496A;849836;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;08/03/2023 07:00:00;CONCLUIDA;06/03/2023 12:59:06;;08/03/2023 07:00:00;08/03/2023 12:00:00;SANTOS/SP;GUARULHOS/SP;RIT6B10 ;FCJ7C65 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 01:15:38;SM de Nº 30068379!;
0;3REC74019A;849341;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;08/03/2023 07:30:00;CONCLUIDA;03/03/2023 15:45:30;;07/03/2023 18:17:50;08/03/2023 09:48:18;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;NUP2B68 ;HYW4I74 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 17:03:31;...;
0;3REC73960A;849885;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;EMPRESA DE TERMOPLASTICOS DO NORDESTE;No prazo;08/03/2023 08:00:00;CONCLUIDA;03/03/2023 14:21:38;;08/03/2023 05:15:29;08/03/2023 08:35:57;IPOJUCA/PE;RECIFE/PE;PEX2D92 ;BYB5B41 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 02:32:37;SM de Nº 30068344!;
0;3REC73961A;849886;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MADEPORT LTDA;No prazo;08/03/2023 08:00:00;CONCLUIDA;03/03/2023 14:21:38;;08/03/2023 05:05:17;08/03/2023 15:21:27;IPOJUCA/PE;RECIFE/PE;KFW6F60 ;HWM9A57 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 02:35:40;...;
0;3REC73963A;849898;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;CAMPARI DO BRASIL LTDA;No prazo;08/03/2023 08:00:00;CONCLUIDA;03/03/2023 14:22:28;;08/03/2023 08:00:00;08/03/2023 13:00:00;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;KGE8B12 ;KLM7J03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 02:40:54;...;
0;3REC74002A;849362;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;ESMALTEC S/A;No prazo;08/03/2023 08:00:00;CONCLUIDA;03/03/2023 15:45:29;;08/03/2023 07:22:00;08/03/2023 11:12:00;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;MAN3291 ;HVQ3G39 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 17:20:47;...;
0;3REC74008A;849377;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;08/03/2023 08:00:00;CONCLUIDA;03/03/2023 15:45:30;;07/03/2023 19:20:59;08/03/2023 10:19:33;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;ASD2277 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 17:31:42;...;
0;3SSZ335492A;849826;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;No prazo;08/03/2023 08:00:00;CONCLUIDA;06/03/2023 12:52:55;;08/03/2023 08:00:00;08/03/2023 13:00:00;SANTOS/SP;SUMARE/SP;RIS6G08 ;FWE4C93 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 01:11:05;...;
0;3SSZ335497A;849842;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;08/03/2023 08:00:00;CONCLUIDA;06/03/2023 12:59:06;;08/03/2023 08:00:00;08/03/2023 13:00:00;SANTOS/SP;GUARULHOS/SP;RIT6B16 ;GHG6C34 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 01:17:15;SM de Nº 30068388!;
0;3REC74099A;849914;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;08/03/2023 08:00:00;CONCLUIDA;07/03/2023 10:13:13;;08/03/2023 06:59:00;08/03/2023 08:00:00;;SAO GONCALO DO AMARANTE/CE;MIE9976 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 02:52:52;...;
0;3ITJ92124A;849505;Coleta;ENCERRADA;15.245.792/0001-31;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTO;No prazo;08/03/2023 08:00:00;CONCLUIDA;07/03/2023 12:08:42;;08/03/2023 02:39:52;08/03/2023 11:40:40;;MAUA DA SERRA/PR;RYA0B99 ;RYE0B38 ;LOG IN LOGISTICA INTERMODAL SA          ;;;07/03/2023 19:10:46;...;
0;3REC73999A;848995;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;08/03/2023 08:30:00;CONCLUIDA;03/03/2023 15:44:40;;07/03/2023 14:37:19;08/03/2023 10:47:32;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HXS6578 ;MQY1C14 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 11:53:14;...;
0;3REC74003A;;Entrega;CANCELADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;FRANCISCO EDIANOR FELIX CARNEIRO;;08/03/2023 08:30:00;SEM VIAGEM;03/03/2023 15:45:29;;;;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3REC73954A;850118;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;08/03/2023 09:00:00;CONCLUIDA;03/03/2023 14:20:45;;08/03/2023 07:21:33;08/03/2023 11:25:27;IPOJUCA/PE;ALHANDRA/PB;KLW3G90 ;GBS9J12 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 07:32:29;...;
0;3SSZ335498A;849845;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;08/03/2023 09:00:00;CONCLUIDA;06/03/2023 12:59:07;;08/03/2023 09:00:00;08/03/2023 14:00:00;SANTOS/SP;GUARULHOS/SP;RIT6B26 ;GJA7F92 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 01:19:19;SM de Nº 30068393!;
0;3REC73998A;849335;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;08/03/2023 09:30:00;CONCLUIDA;03/03/2023 15:44:39;;08/03/2023 06:57:11;08/03/2023 11:49:09;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HXM3D01 ;MRP0H20 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 16:58:08;...;
0;3REC74007A;849106;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;08/03/2023 10:00:00;CONCLUIDA;03/03/2023 15:45:30;;07/03/2023 15:20:21;08/03/2023 12:39:42;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;BYH7131 ;GNE1311 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;07/03/2023 14:18:24;...;
0;3REC74001A;849911;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;08/03/2023 10:30:00;CONCLUIDA;03/03/2023 15:44:40;;08/03/2023 10:30:00;08/03/2023 15:30:00;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HUM5925 ;DPC9504 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 02:51:23;...;
0;3REC73958A;849883;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MULTILIT FIBROCIMENTO LTDA;No prazo;08/03/2023 11:00:00;CONCLUIDA;03/03/2023 14:21:38;;08/03/2023 09:21:30;08/03/2023 11:22:41;IPOJUCA/PE;RECIFE/PE;MHM8C59 ;IHJ6429 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 02:28:12;...;
0;3REC73959A;849884;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MULTILIT FIBROCIMENTO LTDA;No prazo;08/03/2023 11:00:00;CONCLUIDA;03/03/2023 14:21:38;;08/03/2023 08:32:52;08/03/2023 09:10:04;IPOJUCA/PE;RECIFE/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 02:30:17;...;
0;3REC73962A;849891;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;08/03/2023 13:00:00;CONCLUIDA;03/03/2023 14:21:38;;08/03/2023 11:44:24;08/03/2023 14:02:22;IPOJUCA/PE;RECIFE/PE;ECM7B87 ;KBV5756 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 02:38:43;...;
0;3REC74135A;850388;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;BEATRIZ TEXTIL S/A;No prazo;08/03/2023 13:00:00;CONCLUIDA;07/03/2023 15:30:12;;08/03/2023 10:56:52;08/03/2023 16:01:11;;MARACANAU/CE;MEW4141 ;HUZ4940 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 10:36:26;...;
0;3REC74100A;849115;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;GUARD ARMAZENS E LOGISTICA LTDA;No prazo;08/03/2023 14:00:00;CONCLUIDA;07/03/2023 10:13:13;;08/03/2023 14:00:00;08/03/2023 19:00:00;;CAUCAIA/CE;AUT4G65 ;IXY8A18 ;LOG IN LOGISTICA INTERMODAL SA          ;;;07/03/2023 14:21:33;...;
0;3REC73964A;850601;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;UNILEVER BRASIL LTDA.;No prazo;08/03/2023 15:00:00;CONCLUIDA;03/03/2023 14:24:06;IPOJUCA/PE;08/03/2023 15:00:00;08/03/2023 20:00:00;CABO DE SANTO AGOSTINHO/PE;CABO DE SANTO AGOSTINHO/PE;KGE8B12 ;KLM7J03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;2,00;08/03/2023 14:22:54;SM 27223608 !;
0;3REC73956A;849877;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;UNILEVER BRASIL LTDA.;No prazo;08/03/2023 16:00:00;CONCLUIDA;03/03/2023 14:20:45;IPOJUCA/PE;08/03/2023 03:10:07;08/03/2023 03:10:08;CABO DE SANTO AGOSTINHO/PE;CABO DE SANTO AGOSTINHO/PE;RIS6G00 ;BWM3F64 ;LOG IN LOGISTICA INTERMODAL SA.         ;;2,00;08/03/2023 02:23:16;sml 27223609;
0;3REC73957A;849879;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;UNILEVER BRASIL LTDA.;No prazo;08/03/2023 17:00:00;CONCLUIDA;03/03/2023 14:20:45;IPOJUCA/PE;08/03/2023 17:00:00;08/03/2023 22:00:00;CABO DE SANTO AGOSTINHO/PE;CABO DE SANTO AGOSTINHO/PE;RIR5J06 ;GBS9J12 ;LOG IN LOGISTICA INTERMODAL SA.         ;;2,00;08/03/2023 02:25:36;sml 27223612;
